"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 28, 2018","5,291.19","5,281.23","5,294.85","5,268.56","-","0.19%"
"Aug 27, 2018","5,281.23","5,259.76","5,302.23","5,259.76","-","0.41%"
"Aug 24, 2018","5,259.76","5,268.95","5,277.29","5,255.31","-","-0.17%"
"Aug 23, 2018","5,268.95","5,274.31","5,289.90","5,261.43","-","-0.10%"
"Aug 22, 2018","5,274.31","5,251.14","5,281.06","5,241.00","-","0.44%"
"Aug 21, 2018","5,251.14","5,241.43","5,258.45","5,234.79","-","0.19%"
"Aug 20, 2018","5,241.43","5,256.23","5,272.23","5,233.37","-","-0.03%"
"Aug 17, 2018","5,242.77","5,256.23","5,272.23","5,236.00","-","-0.26%"
"Aug 16, 2018","5,256.23","5,272.05","5,274.91","5,234.09","-","-0.30%"
"Aug 14, 2018","5,272.05","5,227.49","5,287.75","5,227.49","-","0.78%"
"Aug 13, 2018","5,231.36","5,267.25","5,275.66","5,224.29","-","-0.68%"
"Aug 10, 2018","5,267.25","5,294.29","5,294.29","5,222.43","-","-0.51%"
"Aug 09, 2018","5,294.22","5,319.26","5,320.51","5,275.89","-","-0.46%"
"Aug 08, 2018","5,318.61","5,328.36","5,350.76","5,310.59","-","-0.18%"
"Aug 07, 2018","5,328.36","5,362.69","5,362.88","5,325.12","-","-0.70%"
"Aug 06, 2018","5,366.03","5,405.32","5,406.89","5,360.50","-","-0.73%"
"Aug 03, 2018","5,405.32","5,386.07","5,437.49","5,386.07","-","0.36%"
"Aug 02, 2018","5,386.07","5,398.37","5,401.17","5,349.27","-","-0.23%"
"Aug 01, 2018","5,398.37","5,434.44","5,454.35","5,378.77","-","-0.66%"
"Jul 31, 2018","5,434.44","5,382.69","5,444.02","5,382.28","-","0.96%"
"Jul 30, 2018","5,382.69","5,369.51","5,395.62","5,363.65","-","0.25%"
"Jul 27, 2018","5,369.51","5,442.68","5,457.35","5,358.23","-","-1.34%"
"Jul 26, 2018","5,442.68","5,457.96","5,483.04","5,436.32","-","-0.28%"
"Jul 25, 2018","5,457.96","5,450.19","5,468.11","5,429.47","-","0.14%"
"Jul 24, 2018","5,450.19","5,407.59","5,457.14","5,406.94","-","0.79%"
"Jul 23, 2018","5,407.59","5,430.13","5,437.28","5,402.73","-","-0.42%"
"Jul 20, 2018","5,430.13","5,371.21","5,433.27","5,366.65","-","1.10%"
"Jul 19, 2018","5,371.21","5,377.46","5,379.53","5,351.31","-","-0.12%"
"Jul 18, 2018","5,377.46","5,351.70","5,384.98","5,351.50","-","0.48%"
"Jul 17, 2018","5,351.70","5,305.39","5,363.95","5,292.85","-","0.87%"
"Jul 13, 2018","5,305.39","5,283.82","5,309.30","5,264.70","-","0.41%"
"Jul 12, 2018","5,283.82","5,297.48","5,302.70","5,278.19","-","-0.26%"
"Jul 11, 2018","5,297.48","5,323.29","5,323.29","5,277.81","-","-0.48%"
"Jul 10, 2018","5,323.29","5,325.52","5,332.36","5,308.14","-","-0.04%"
"Jul 09, 2018","5,325.52","5,284.64","5,333.17","5,281.60","-","0.77%"
"Jul 06, 2018","5,284.64","5,266.98","5,322.62","5,266.98","-","0.34%"
"Jul 05, 2018","5,266.98","5,243.81","5,278.14","5,243.81","-","0.44%"
"Jul 04, 2018","5,243.81","5,255.13","5,266.50","5,240.34","-","-0.22%"
"Jul 03, 2018","5,255.13","5,301.25","5,312.77","5,251.49","-","-0.87%"
"Jun 29, 2018","5,301.25","5,257.68","5,316.89","5,251.91","-","0.83%"
"Jun 28, 2018","5,257.68","5,276.44","5,282.99","5,245.94","-","-0.36%"
"Jun 27, 2018","5,276.44","5,292.61","5,318.20","5,270.90","-","-0.31%"
"Jun 26, 2018","5,292.61","5,285.53","5,317.44","5,271.38","-","0.13%"
"Jun 25, 2018","5,285.53","5,375.12","5,377.85","5,277.99","-","-1.67%"
"Jun 22, 2018","5,375.12","5,385.48","5,404.87","5,361.90","-","-0.19%"
"Jun 21, 2018","5,385.48","5,417.53","5,456.23","5,381.58","-","-0.59%"
"Jun 20, 2018","5,417.53","5,435.08","5,470.11","5,411.02","-","-0.32%"
"Jun 19, 2018","5,435.08","5,447.39","5,447.39","5,409.76","-","-0.23%"
"Jun 18, 2018","5,447.39","5,470.32","5,470.82","5,439.14","-","-0.42%"
"Jun 15, 2018","5,470.32","5,524.77","5,524.77","5,460.78","-","-0.98%"
"Jun 14, 2018","5,524.69","5,534.36","5,548.13","5,517.73","-","-0.17%"
"Jun 13, 2018","5,534.27","5,544.03","5,558.02","5,524.75","-","-0.18%"
"Jun 12, 2018","5,544.03","5,521.35","5,551.42","5,512.27","-","0.41%"
"Jun 11, 2018","5,521.35","5,525.37","5,561.01","5,512.22","-","-0.03%"
"Jun 08, 2018","5,523.03","5,467.87","5,528.15","5,449.03","-","1.01%"
"Jun 07, 2018","5,467.87","5,497.33","5,506.19","5,454.36","-","-0.54%"
"Jun 06, 2018","5,497.33","5,523.05","5,534.16","5,481.21","-","-0.47%"
"Jun 05, 2018","5,523.05","5,558.50","5,566.77","5,506.25","-","-0.64%"
"Jun 04, 2018","5,558.50","5,471.32","5,561.29","5,471.32","-","1.59%"
"Jun 01, 2018","5,471.32","5,455.09","5,480.21","5,438.79","-","0.30%"
"May 31, 2018","5,455.09","5,484.90","5,506.20","5,433.61","-","-0.54%"
"May 30, 2018","5,484.90","5,494.51","5,518.68","5,472.34","-","-0.17%"
"May 29, 2018","5,494.51","5,570.05","5,576.55","5,484.12","-","-1.36%"
"May 28, 2018","5,570.05","5,577.07","5,602.63","5,569.88","-","-0.12%"
"May 25, 2018","5,576.48","5,582.34","5,627.13","5,564.77","-","-0.01%"
"May 24, 2018","5,577.30","5,614.71","5,614.71","5,564.25","-","-0.63%"
"May 23, 2018","5,612.59","5,651.10","5,654.47","5,599.95","-","-0.68%"
"May 22, 2018","5,651.10","5,678.57","5,685.96","5,635.31","-","-0.30%"
"May 18, 2018","5,667.86","5,696.71","5,705.21","5,656.94","-","-0.38%"
"May 17, 2018","5,689.45","5,729.13","5,730.72","5,676.96","-","-0.67%"
"May 16, 2018","5,727.86","5,710.86","5,730.21","5,710.86","-","0.30%"
"May 15, 2018","5,710.86","5,695.82","5,718.79","5,676.26","-","0.26%"
"May 14, 2018","5,695.82","5,712.95","5,722.80","5,670.14","-","-0.12%"
"May 11, 2018","5,702.85","5,711.75","5,722.14","5,687.23","-","-0.13%"
"May 10, 2018","5,710.45","5,664.20","5,717.56","5,654.08","-","0.82%"
"May 09, 2018","5,664.20","5,648.30","5,684.29","5,648.23","-","0.34%"
"May 08, 2018","5,644.82","5,645.84","5,664.33","5,619.96","-","-0.02%"
"May 07, 2018","5,645.84","5,634.55","5,652.64","5,627.49","-","0.42%"
"May 04, 2018","5,622.24","5,642.06","5,649.65","5,616.44","-","-0.32%"
"May 03, 2018","5,640.10","5,706.97","5,706.97","5,634.29","-","-0.96%"
"May 02, 2018","5,695.02","5,711.96","5,715.21","5,681.72","-","-0.28%"
"Apr 30, 2018","5,710.90","5,691.37","5,730.72","5,687.49","-","0.36%"
"Apr 27, 2018","5,690.48","5,679.72","5,693.05","5,658.97","-","0.19%"
"Apr 26, 2018","5,679.65","5,665.17","5,706.85","5,662.70","-","0.26%"
"Apr 25, 2018","5,665.17","5,674.35","5,693.14","5,650.21","-","-0.16%"
"Apr 24, 2018","5,674.35","5,704.70","5,710.42","5,668.03","-","-0.53%"
"Apr 23, 2018","5,704.70","5,695.50","5,708.54","5,676.41","-","0.27%"
"Apr 20, 2018","5,689.47","5,711.86","5,711.86","5,671.89","-","-0.14%"
"Apr 19, 2018","5,697.48","5,690.79","5,702.94","5,673.81","-","0.12%"
"Apr 18, 2018","5,690.79","5,633.40","5,693.74","5,633.40","-","1.02%"
"Apr 17, 2018","5,633.40","5,613.14","5,641.18","5,609.80","-","0.36%"
"Apr 16, 2018","5,613.14","5,630.90","5,636.71","5,608.77","-","-0.32%"
"Apr 13, 2018","5,630.90","5,630.99","5,642.62","5,613.31","-","-0.00%"
"Apr 12, 2018","5,630.99","5,613.81","5,636.22","5,609.46","-","0.31%"
"Apr 11, 2018","5,613.81","5,605.86","5,621.18","5,588.98","-","0.14%"
"Apr 10, 2018","5,605.86","5,594.05","5,616.99","5,592.83","-","-0.48%"
"Apr 09, 2018","5,632.71","5,621.73","5,637.37","5,601.70","-","0.89%"
"Apr 06, 2018","5,583.15","5,607.03","5,607.29","5,562.16","-","-0.43%"
"Apr 05, 2018","5,607.03","5,542.79","5,625.14","5,542.79","-","1.16%"
"Apr 04, 2018","5,542.79","5,534.40","5,546.22","5,498.97","-","0.15%"
"Apr 03, 2018","5,534.40","5,502.60","5,544.13","5,502.60","-","0.58%"
"Apr 02, 2018","5,502.60","5,542.22","5,544.93","5,496.40","-","-0.71%"
"Mar 29, 2018","5,542.22","5,466.62","5,547.65","5,460.90","-","1.38%"
"Mar 28, 2018","5,466.62","5,480.31","5,489.45","5,452.49","-","-0.25%"
"Mar 27, 2018","5,480.31","5,446.77","5,491.82","5,446.77","-","0.62%"
"Mar 26, 2018","5,446.77","5,490.40","5,527.69","5,441.34","-","-0.79%"
"Mar 23, 2018","5,490.24","5,515.99","5,515.99","5,473.76","-","-0.47%"
"Mar 22, 2018","5,515.99","5,542.10","5,542.31","5,484.56","-","-0.35%"
"Mar 21, 2018","5,535.49","5,542.93","5,554.16","5,529.64","-","-0.13%"
"Mar 20, 2018","5,542.93","5,576.54","5,578.43","5,538.18","-","-0.60%"
"Mar 19, 2018","5,576.54","5,608.32","5,610.40","5,549.26","-","-0.36%"
"Mar 16, 2018","5,596.68","5,587.16","5,608.41","5,577.19","-","0.17%"
"Mar 15, 2018","5,587.16","5,618.38","5,633.15","5,575.67","-","-0.56%"
"Mar 14, 2018","5,618.38","5,631.28","5,648.81","5,609.50","-","-0.23%"
"Mar 13, 2018","5,631.28","5,653.42","5,663.14","5,623.40","-","-0.39%"
"Mar 12, 2018","5,653.42","5,637.04","5,659.94","5,631.35","-","0.29%"
"Mar 09, 2018","5,637.04","5,576.37","5,643.92","5,570.49","-","1.09%"
"Mar 08, 2018","5,576.37","5,549.64","5,577.98","5,538.66","-","0.48%"
"Mar 07, 2018","5,549.64","5,548.21","5,557.28","5,529.46","-","0.03%"
"Mar 06, 2018","5,548.21","5,538.52","5,567.36","5,533.95","-","0.17%"
"Mar 05, 2018","5,538.52","5,545.48","5,551.57","5,511.89","-","-0.13%"
"Mar 02, 2018","5,545.48","5,527.92","5,561.58","5,484.73","-","0.32%"
"Mar 01, 2018","5,527.92","5,602.83","5,605.29","5,521.94","-","-1.34%"
"Feb 28, 2018","5,602.83","5,641.05","5,646.40","5,598.13","-","-0.69%"
"Feb 27, 2018","5,642.04","5,669.86","5,704.43","5,628.37","-","-0.49%"
"Feb 26, 2018","5,669.86","5,742.54","5,746.61","5,666.11","-","-1.27%"
"Feb 23, 2018","5,742.54","5,726.09","5,753.53","5,709.04","-","0.29%"
"Feb 22, 2018","5,726.09","5,706.44","5,731.89","5,698.07","-","0.34%"
"Feb 21, 2018","5,706.54","5,672.87","5,714.57","5,657.77","-","0.58%"
"Feb 20, 2018","5,673.42","5,628.99","5,680.37","5,595.40","-","0.79%"
"Feb 19, 2018","5,628.99","5,623.81","5,639.45","5,617.20","-","0.13%"
"Feb 16, 2018","5,621.67","5,630.06","5,654.55","5,609.10","-","-0.15%"
"Feb 15, 2018","5,630.06","5,560.38","5,643.23","5,560.38","-","1.25%"
"Feb 14, 2018","5,560.38","5,504.63","5,566.05","5,500.58","-","1.09%"
"Feb 13, 2018","5,500.58","5,565.67","5,568.58","5,494.57","-","-1.02%"
"Feb 12, 2018","5,557.07","5,549.15","5,631.18","5,546.77","-","0.14%"
"Feb 09, 2018","5,549.15","5,651.58","5,658.23","5,525.77","-","-1.81%"
"Feb 08, 2018","5,651.58","5,754.15","5,762.60","5,645.39","-","-1.72%"
"Feb 07, 2018","5,750.61","5,709.48","5,762.33","5,709.34","-","0.94%"
"Feb 06, 2018","5,697.28","5,713.27","5,713.27","5,606.73","-","-0.60%"
"Feb 05, 2018","5,731.47","5,825.99","5,825.99","5,714.80","-","-1.62%"
"Feb 02, 2018","5,825.99","5,863.10","5,867.62","5,805.72","-","-0.57%"
"Feb 01, 2018","5,859.27","5,855.38","5,894.93","5,853.90","-","0.07%"
"Jan 31, 2018","5,855.38","5,859.61","5,882.93","5,839.79","-","-0.07%"
"Jan 30, 2018","5,859.61","5,881.04","5,885.26","5,829.90","-","-0.35%"
"Jan 29, 2018","5,880.47","5,845.01","5,890.12","5,842.11","-","0.42%"
"Jan 26, 2018","5,855.67","5,811.54","5,863.68","5,787.46","-","0.76%"
"Jan 25, 2018","5,811.54","5,802.89","5,846.13","5,786.22","-","0.23%"
"Jan 24, 2018","5,798.25","5,807.19","5,815.30","5,788.33","-","-0.03%"
"Jan 23, 2018","5,799.81","5,827.91","5,836.23","5,789.57","-","-0.48%"
"Jan 22, 2018","5,827.91","5,861.91","5,867.12","5,809.37","-","-0.48%"
"Jan 19, 2018","5,856.27","5,843.51","5,874.76","5,811.51","-","0.29%"
"Jan 18, 2018","5,839.37","5,794.03","5,845.72","5,780.32","-","0.92%"
"Jan 17, 2018","5,786.15","5,727.40","5,803.65","5,722.33","-","0.70%"
"Jan 15, 2018","5,745.95","5,734.00","5,759.53","5,734.00","-","0.22%"
"Jan 12, 2018","5,733.35","5,717.65","5,740.63","5,706.08","-","0.27%"
"Jan 11, 2018","5,717.65","5,681.96","5,720.47","5,675.03","-","0.70%"
"Jan 10, 2018","5,678.09","5,710.47","5,710.94","5,666.56","-","-0.56%"
"Jan 09, 2018","5,709.80","5,705.61","5,715.34","5,692.12","-","0.07%"
"Jan 08, 2018","5,705.61","5,695.43","5,719.54","5,689.67","-","0.18%"
"Jan 05, 2018","5,695.43","5,634.98","5,703.56","5,634.97","-","1.07%"
"Jan 04, 2018","5,634.98","5,616.47","5,641.31","5,616.35","-","0.33%"
"Jan 03, 2018","5,616.47","5,618.91","5,644.69","5,594.96","-","-0.04%"
"Jan 02, 2018","5,618.91","5,565.63","5,627.46","5,558.54","-","0.98%"
"Dec 29, 2017","5,564.60","5,550.93","5,575.24","5,543.35","-","0.25%"
"Dec 28, 2017","5,550.93","5,496.25","5,556.44","5,496.25","-","0.99%"
"Dec 27, 2017","5,496.25","5,514.74","5,519.76","5,478.55","-","-0.34%"
"Dec 26, 2017","5,514.74","5,537.76","5,539.55","5,500.27","-","-0.41%"
"Dec 22, 2017","5,537.60","5,450.83","5,545.61","5,450.83","-","1.59%"
"Dec 21, 2017","5,450.83","5,528.71","5,548.53","5,448.14","-","-1.41%"
"Dec 20, 2017","5,528.71","5,588.09","5,601.59","5,516.36","-","-1.06%"
"Dec 19, 2017","5,588.09","5,595.65","5,641.26","5,542.54","-","-0.14%"
"Dec 18, 2017","5,595.65","5,237.87","5,646.00","5,237.87","-","6.90%"
"Dec 15, 2017","5,234.64","5,121.26","5,283.30","5,121.26","-","2.25%"
"Dec 14, 2017","5,119.30","5,135.29","5,168.99","5,103.65","-","-0.31%"
"Dec 13, 2017","5,135.19","5,039.90","5,147.27","5,033.97","-","1.89%"
"Dec 12, 2017","5,039.90","5,018.67","5,052.39","5,008.59","-","0.42%"
"Dec 11, 2017","5,018.67","4,890.44","5,031.42","4,888.95","-","2.69%"
"Dec 07, 2017","4,887.16","4,888.13","4,924.72","4,846.84","-","-0.02%"
"Dec 06, 2017","4,888.13","4,925.21","4,932.27","4,862.89","-","-0.75%"
"Dec 05, 2017","4,925.21","5,014.47","5,017.72","4,923.88","-","-1.78%"
"Dec 04, 2017","5,014.47","5,024.42","5,062.67","4,992.14","-","-0.20%"
"Dec 01, 2017","5,024.42","5,003.40","5,035.02","4,996.98","-","0.42%"
"Nov 30, 2017","5,003.40","5,012.60","5,028.84","4,968.16","-","-0.18%"
"Nov 29, 2017","5,012.60","5,061.20","5,087.71","5,001.05","-","-0.96%"
"Nov 28, 2017","5,061.20","5,032.53","5,072.80","5,022.09","-","0.57%"
"Nov 27, 2017","5,032.53","5,040.51","5,052.94","5,027.31","-","-0.16%"
"Nov 24, 2017","5,040.51","5,034.33","5,072.90","5,024.40","-","0.12%"
"Nov 23, 2017","5,034.33","5,131.61","5,152.21","5,017.70","-","-1.84%"
"Nov 22, 2017","5,128.87","5,199.04","5,223.76","5,122.35","-","-1.35%"
"Nov 21, 2017","5,199.04","5,076.02","5,216.59","5,076.02","-","2.42%"
"Nov 20, 2017","5,076.02","5,391.89","5,391.89","5,059.84","-","-5.86%"
"Nov 17, 2017","5,391.75","5,314.53","5,395.99","5,314.53","-","1.45%"
"Nov 16, 2017","5,314.53","5,273.77","5,343.41","5,273.77","-","0.77%"
"Nov 15, 2017","5,273.77","5,308.66","5,318.15","5,259.91","-","-0.66%"
"Nov 14, 2017","5,308.66","5,337.01","5,374.91","5,299.47","-","-0.53%"
"Nov 13, 2017","5,337.01","5,394.70","5,402.47","5,336.69","-","-1.07%"
"Nov 10, 2017","5,394.70","5,443.89","5,447.83","5,386.35","-","-0.90%"
"Nov 09, 2017","5,443.89","5,485.65","5,496.06","5,419.68","-","-0.76%"
"Nov 08, 2017","5,485.65","5,493.49","5,501.07","5,472.74","-","-0.09%"
"Nov 07, 2017","5,490.82","5,527.56","5,544.24","5,487.42","-","-0.66%"
"Nov 06, 2017","5,527.56","5,485.89","5,541.62","5,485.89","-","0.76%"
"Nov 03, 2017","5,485.89","5,512.07","5,519.41","5,477.56","-","-0.47%"
"Nov 02, 2017","5,512.07","5,588.08","5,591.04","5,489.49","-","-1.36%"
"Oct 31, 2017","5,588.08","5,608.67","5,613.70","5,575.25","-","-0.37%"
"Oct 30, 2017","5,608.67","5,517.89","5,609.80","5,517.89","-","1.67%"
"Oct 26, 2017","5,516.45","5,495.09","5,522.48","5,492.21","-","0.39%"
"Oct 25, 2017","5,495.09","5,536.29","5,543.65","5,489.77","-","-0.74%"
"Oct 24, 2017","5,536.29","5,560.06","5,564.10","5,519.20","-","-0.43%"
"Oct 23, 2017","5,560.06","5,524.46","5,571.79","5,521.78","-","0.65%"
"Oct 20, 2017","5,523.97","5,477.27","5,530.84","5,472.46","-","0.85%"
"Oct 19, 2017","5,477.27","5,517.97","5,517.97","5,472.44","-","-0.74%"
"Oct 18, 2017","5,517.97","5,503.19","5,523.02","5,493.28","-","0.63%"
"Oct 17, 2017","5,483.30","5,485.38","5,495.11","5,465.80","-","-0.04%"
"Oct 16, 2017","5,485.38","5,460.80","5,495.44","5,453.86","-","0.46%"
"Oct 13, 2017","5,460.47","5,434.12","5,468.66","5,432.96","-","0.47%"
"Oct 12, 2017","5,435.08","5,463.90","5,477.46","5,429.57","-","-0.56%"
"Oct 11, 2017","5,465.65","5,476.28","5,477.83","5,443.33","-","-0.21%"
"Oct 10, 2017","5,477.32","5,490.27","5,493.13","5,455.36","-","-0.15%"
"Oct 06, 2017","5,485.63","5,439.13","5,491.28","5,420.88","-","0.85%"
"Oct 05, 2017","5,439.13","5,438.37","5,454.00","5,432.29","-","-0.21%"
"Oct 04, 2017","5,450.49","5,420.98","5,453.98","5,419.98","-","0.56%"
"Oct 03, 2017","5,420.14","5,377.42","5,424.74","5,376.06","-","0.91%"
"Oct 02, 2017","5,371.43","5,346.74","5,375.54","5,341.95","-","0.55%"
"Sep 29, 2017","5,341.93","5,309.60","5,351.46","5,302.68","-","0.61%"
"Sep 28, 2017","5,309.47","5,301.62","5,315.86","5,284.67","-","0.19%"
"Sep 27, 2017","5,299.51","5,272.25","5,305.67","5,272.25","-","0.67%"
"Sep 26, 2017","5,264.11","5,262.52","5,277.83","5,251.51","-","0.05%"
"Sep 25, 2017","5,261.73","5,290.64","5,300.07","5,249.94","-","-0.53%"
"Sep 22, 2017","5,289.92","5,286.81","5,299.01","5,273.72","-","0.04%"
"Sep 21, 2017","5,288.00","5,241.88","5,295.27","5,235.04","-","0.89%"
"Sep 20, 2017","5,241.48","5,226.59","5,248.39","5,215.12","-","0.76%"
"Sep 15, 2017","5,202.05","5,156.81","5,214.28","5,149.62","-","0.81%"
"Sep 14, 2017","5,160.46","5,162.49","5,168.55","5,148.23","-","-0.05%"
"Sep 13, 2017","5,162.91","5,173.78","5,183.44","5,151.16","-","-0.12%"
"Sep 12, 2017","5,168.92","5,154.15","5,193.07","5,154.15","-","0.33%"
"Sep 11, 2017","5,152.09","5,103.35","5,159.59","5,098.59","-","1.18%"
"Sep 08, 2017","5,091.81","5,113.16","5,129.75","5,088.14","-","-0.37%"
"Sep 07, 2017","5,110.55","5,081.33","5,119.51","5,080.39","-","0.59%"
"Sep 06, 2017","5,080.59","5,133.47","5,133.47","5,076.85","-","-1.02%"
"Sep 05, 2017","5,133.18","5,144.48","5,152.22","5,103.51","-","-0.29%"
"Sep 04, 2017","5,147.94","5,173.46","5,174.50","5,142.82","-","-0.50%"
"Sep 01, 2017","5,173.91","5,152.67","5,181.25","5,145.89","-","0.40%"
"Aug 31, 2017","5,153.15","5,157.49","5,168.60","5,132.11","-","-0.06%"
"Aug 30, 2017","5,156.23","5,164.58","5,176.23","5,146.17","-","-0.13%"
"Aug 29, 2017","5,162.89","5,169.83","5,170.93","5,146.72","-","-0.16%"
"Aug 28, 2017","5,171.12","5,179.11","5,194.08","5,152.40","-","-0.10%"
"Aug 25, 2017","5,176.11","5,152.80","5,178.68","5,145.54","-","0.45%"
"Aug 24, 2017","5,152.80","5,128.47","5,162.57","5,114.79","-","0.48%"
"Aug 23, 2017","5,127.93","5,115.60","5,135.05","5,100.52","-","0.26%"
"Aug 22, 2017","5,114.69","5,101.43","5,120.10","5,101.43","-","0.25%"
"Aug 21, 2017","5,101.73","5,122.63","5,125.45","5,095.00","-","-0.28%"
"Aug 18, 2017","5,116.27","5,113.24","5,121.73","5,106.12","-","0.10%"
"Aug 17, 2017","5,111.05","5,110.67","5,128.60","5,092.73","-","0.01%"
"Aug 16, 2017","5,110.67","5,068.68","5,127.11","5,065.32","-","0.93%"
"Aug 14, 2017","5,063.73","5,034.81","5,080.18","5,029.96","-","0.60%"
"Aug 11, 2017","5,033.32","5,062.18","5,062.18","5,020.26","-","-0.47%"
"Aug 10, 2017","5,057.11","5,083.37","5,092.40","5,047.67","-","-0.57%"
"Aug 09, 2017","5,086.27","5,118.26","5,118.44","5,074.06","-","-0.74%"
"Aug 08, 2017","5,124.23","5,137.14","5,138.80","5,115.83","-","-0.32%"
"Aug 07, 2017","5,140.75","5,099.66","5,144.42","5,095.26","-","0.67%"
"Aug 04, 2017","5,106.41","5,078.41","5,107.60","5,073.85","-","0.62%"
"Aug 03, 2017","5,074.86","5,096.83","5,099.30","5,065.17","-","-0.44%"
"Aug 02, 2017","5,097.15","5,078.02","5,102.48","5,076.77","-","0.39%"
"Aug 01, 2017","5,077.38","5,062.50","5,080.66","5,057.91","-","0.25%"
"Jul 31, 2017","5,064.62","5,080.18","5,082.46","5,041.14","-","-0.23%"
"Jul 28, 2017","5,076.07","5,050.91","5,077.02","5,041.72","-","0.53%"
"Jul 27, 2017","5,049.41","5,041.97","5,053.96","5,031.22","-","0.15%"
"Jul 26, 2017","5,042.09","5,042.83","5,044.14","5,023.93","-","0.17%"
"Jul 25, 2017","5,033.41","5,022.19","5,043.96","5,011.71","-","0.25%"
"Jul 24, 2017","5,020.72","5,007.97","5,028.57","4,986.99","-","0.21%"
"Jul 21, 2017","5,010.01","5,034.07","5,039.01","4,999.79","-","-0.50%"
"Jul 20, 2017","5,035.08","5,035.76","5,039.69","5,022.92","-","-0.04%"
"Jul 19, 2017","5,037.32","5,043.15","5,046.68","5,029.43","-","-0.05%"
"Jul 18, 2017","5,039.72","5,049.71","5,049.71","5,007.25","-","-0.14%"
"Jul 17, 2017","5,046.88","5,003.01","5,050.44","4,991.19","-","0.93%"
"Jul 14, 2017","5,000.40","4,985.39","5,006.47","4,969.54","-","0.28%"
"Jul 13, 2017","4,986.41","4,960.42","4,990.59","4,959.88","-","0.59%"
"Jul 12, 2017","4,956.95","4,895.18","4,959.70","4,895.18","-","1.27%"
"Jul 11, 2017","4,894.91","4,904.06","4,911.06","4,884.76","-","-0.14%"
"Jul 10, 2017","4,901.90","4,856.65","4,904.96","4,856.65","-","0.97%"
"Jul 07, 2017","4,854.98","4,830.31","4,864.81","4,830.31","-","0.47%"
"Jul 06, 2017","4,832.28","4,849.98","4,850.93","4,816.71","-","-0.34%"
"Jul 05, 2017","4,848.56","4,837.91","4,853.29","4,807.44","-","0.25%"
"Jul 04, 2017","4,836.51","4,785.30","4,839.42","4,771.27","-","1.10%"
"Jul 03, 2017","4,783.89","4,749.57","4,787.38","4,740.88","-","0.77%"
"Jun 30, 2017","4,747.24","4,725.93","4,753.56","4,725.83","-","0.36%"
"Jun 29, 2017","4,730.31","4,749.58","4,752.09","4,717.80","-","-0.36%"
"Jun 28, 2017","4,747.23","4,759.13","4,769.26","4,742.97","-","-0.26%"
"Jun 27, 2017","4,759.70","4,767.73","4,781.92","4,753.26","-","-0.14%"
"Jun 23, 2017","4,766.20","4,755.31","4,790.04","4,755.31","-","0.19%"
"Jun 22, 2017","4,756.95","4,749.81","4,769.11","4,749.02","-","0.09%"
"Jun 21, 2017","4,752.46","4,794.82","4,797.72","4,736.29","-","-0.90%"
"Jun 20, 2017","4,795.59","4,820.44","4,824.63","4,786.43","-","-0.60%"
"Jun 19, 2017","4,824.41","4,836.47","4,849.13","4,813.40","-","-0.24%"
"Jun 16, 2017","4,836.23","4,850.43","4,858.38","4,822.87","-","-0.28%"
"Jun 15, 2017","4,849.95","4,881.67","4,882.61","4,825.62","-","-0.63%"
"Jun 14, 2017","4,880.60","4,884.56","4,889.95","4,871.23","-","-0.03%"
"Jun 13, 2017","4,881.96","4,850.37","4,885.74","4,846.51","-","0.65%"
"Jun 12, 2017","4,850.42","4,845.84","4,856.98","4,828.35","-","0.08%"
"Jun 09, 2017","4,846.33","4,859.67","4,867.28","4,841.95","-","-0.27%"
"Jun 08, 2017","4,859.67","4,891.03","4,894.58","4,846.22","-","-0.63%"
"Jun 07, 2017","4,890.39","4,912.79","4,917.85","4,883.83","-","-0.44%"
"Jun 06, 2017","4,912.00","4,898.75","4,920.01","4,897.06","-","0.31%"
"Jun 05, 2017","4,897.01","4,898.98","4,901.42","4,879.89","-","-0.05%"
"Jun 02, 2017","4,899.28","4,889.54","4,903.87","4,879.82","-","0.22%"
"Jun 01, 2017","4,888.56","4,855.88","4,892.20","4,855.88","-","0.68%"
"May 31, 2017","4,855.75","4,899.74","4,902.31","4,843.99","-","-0.93%"
"May 30, 2017","4,901.14","4,890.46","4,911.46","4,888.23","-","0.22%"
"May 29, 2017","4,890.49","4,893.90","4,894.95","4,874.46","-","0.08%"
"May 26, 2017","4,886.44","4,871.32","4,896.00","4,863.68","-","0.29%"
"May 25, 2017","4,872.36","4,872.96","4,879.52","4,855.44","-","0.02%"
"May 24, 2017","4,871.34","4,837.38","4,874.40","4,836.70","-","0.77%"
"May 23, 2017","4,833.98","4,802.77","4,837.78","4,801.41","-","0.65%"
"May 22, 2017","4,802.90","4,807.83","4,811.67","4,776.06","-","0.19%"
"May 19, 2017","4,793.71","4,781.38","4,828.53","4,781.38","-","0.39%"
"May 18, 2017","4,775.07","4,825.10","4,830.69","4,769.71","-","-1.62%"
"May 17, 2017","4,853.49","4,883.75","4,891.79","4,837.24","-","-0.45%"
"May 16, 2017","4,875.40","4,892.16","4,895.45","4,865.98","-","-0.32%"
"May 15, 2017","4,890.96","4,854.30","4,893.54","4,854.30","-","0.80%"
"May 12, 2017","4,851.94","4,820.81","4,852.96","4,819.62","-","0.65%"
"May 11, 2017","4,820.62","4,825.45","4,832.36","4,803.30","-","-0.10%"
